序号,企业名称,产品名称,产品型号,推荐单位,地区,批次,种类,绿色设计亮点,适用评价标准
15,广西金桂浆纸业有限公司,白卡纸,超高松厚度单面涂布白卡IVH、高松厚度单面涂布白卡IVO、单面涂布白卡IVJ,广西壮族自治区工业和信息化厅,广西,5,三、包装用纸和纸板（19种）,本标准按照产品类型分为白纸板、箱纸板、瓦楞原纸三类，并依据不同产品的实际情况，分别制定了各类产品的单位产品取水量、单位产品能耗、单位产品废水产生量等指标，同时要求水重复利用率≥90%、产品中四种重金属和两种阻燃剂含量符合限制要求。nan,《绿色设计产品评价技术规范 包装用纸和纸板》（T/CNLIC 0010-2019）nan
16,玖龙纸业（重庆）有限公司,玖龙牌牛卡纸230克,玖龙牌牛卡纸230克,重庆市经济和信息化委员会,重庆,5,三、包装用纸和纸板（19种）,本标准按照产品类型分为白纸板、箱纸板、瓦楞原纸三类，并依据不同产品的实际情况，分别制定了各类产品的单位产品取水量、单位产品能耗、单位产品废水产生量等指标，同时要求水重复利用率≥90%、产品中四种重金属和两种阻燃剂含量符合限制要求。nan,《绿色设计产品评价技术规范 包装用纸和纸板》（T/CNLIC 0010-2019）nan
17,玖龙纸业（重庆）有限公司,玖龙牌牛卡纸280克,玖龙牌牛卡纸280克,重庆市经济和信息化委员会,重庆,5,三、包装用纸和纸板（19种）,本标准按照产品类型分为白纸板、箱纸板、瓦楞原纸三类，并依据不同产品的实际情况，分别制定了各类产品的单位产品取水量、单位产品能耗、单位产品废水产生量等指标，同时要求水重复利用率≥90%、产品中四种重金属和两种阻燃剂含量符合限制要求。nan,《绿色设计产品评价技术规范 包装用纸和纸板》（T/CNLIC 0010-2019）nan
18,玖龙纸业（重庆）有限公司,江龙牌单面涂布灰底白纸板230克,江龙牌单面涂布灰底白纸板230克,重庆市经济和信息化委员会,重庆,5,三、包装用纸和纸板（19种）,本标准按照产品类型分为白纸板、箱纸板、瓦楞原纸三类，并依据不同产品的实际情况，分别制定了各类产品的单位产品取水量、单位产品能耗、单位产品废水产生量等指标，同时要求水重复利用率≥90%、产品中四种重金属和两种阻燃剂含量符合限制要求。nan,《绿色设计产品评价技术规范 包装用纸和纸板》（T/CNLIC 0010-2019）nan
19,玖龙纸业（重庆）有限公司,江龙牌单面涂布灰底白纸板240克,江龙牌单面涂布灰底白纸板240克,重庆市经济和信息化委员会,重庆,5,三、包装用纸和纸板（19种）,本标准按照产品类型分为白纸板、箱纸板、瓦楞原纸三类，并依据不同产品的实际情况，分别制定了各类产品的单位产品取水量、单位产品能耗、单位产品废水产生量等指标，同时要求水重复利用率≥90%、产品中四种重金属和两种阻燃剂含量符合限制要求。nan,《绿色设计产品评价技术规范 包装用纸和纸板》（T/CNLIC 0010-2019）nan
1,维达纸业（浙江）有限公司,得宝纸面巾,-,浙江省经济和信息化厅,浙江,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
2,维达纸业（浙江）有限公司,蓝色经典卫生纸,-,浙江省经济和信息化厅,浙江,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
3,重庆理文卫生用纸制造有限公司,BR3130S24亨奇璞竹抽取式面巾纸（24包装）,BR3130S24,重庆市经济和信息化委员会,重庆,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
4,重庆理文卫生用纸制造有限公司,FY3060G12亨奇原竹实心压扁卫生纸,FY3060G12,重庆市经济和信息化委员会,重庆,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
5,重庆理文卫生用纸制造有限公司,GR3100T08亨奇原色抽取式面巾纸,GR3100T08,重庆市经济和信息化委员会,重庆,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
6,重庆理文卫生用纸制造有限公司,MR3100T30理文萌物抽取式面巾纸,MR3092T30,重庆市经济和信息化委员会,重庆,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
7,重庆理文卫生用纸制造有限公司,ER3120S27理文竹加抽取式面巾纸（27包装）,ER3120S27,重庆市经济和信息化委员会,重庆,5,四、生活用纸（7种）,产品有机氯化物含量≤150mg/kg，五氯苯酚含量≤0.15mg/kg，可迁移性荧光增白剂不得检出，铅≤0.003mg/dm2，镉≤0.002mg/dm2，水的重复利用率≥90%，单位产品COD、AOX产生量符合《制浆造纸行业清洁生产评价指标体系》中I级要求。nan,《绿色设计产品评价技术规范 生活用纸》（T/CAGP 0020-2017，T/CAB 0020-2017）nan
1,富士通将军中央空调（无锡）有限公司,房间空气调节器,室内机AUQG18LSLA、室外机AOQG18LACA,江苏省工业和信息化厅,江苏,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
2,合肥海尔空调器有限公司,家用空调柜机（悦享风）,KFR-72LW/06TAA81U1,安徽省经济和信息化厅,安徽,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
3,合肥海尔空调器有限公司,家用空调挂机（节能风）,KFR-35GW/03JDM81A,安徽省经济和信息化厅,安徽,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
4,格力电器（芜湖）有限公司,分体变频热泵型落地式房间空调器,KFR-50LW/（50556）FNhAa-A1,安徽省经济和信息化厅,安徽,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
5,珠海格力电器股份有限公司,房间空气调节器（冷静王5）,KFR-72LW/（72583）FNhAa-B1,广东省工业和信息化厅,广东,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
6,珠海格力电器股份有限公司,房间空气调节器（冷静王5）,KFR-50LW/（50583）FNhAa-B1,广东省工业和信息化厅,广东,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
7,广东美的制冷设备有限公司,家用空调挂机,KFR-35GW/BP3DN8Y-KW100（B1）、KFR-35GW/BP3DN8Y-KW100（1）,广东省工业和信息化厅,广东,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
8,广东美的制冷设备有限公司,美的风语者挂机,KFR-26GW/BP3DN8Y-FA200（B1）、KFR-26GW/BP3DN8Y-FA200（1）,广东省工业和信息化厅,广东,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
9,广东美的制冷设备有限公司,美的风语者柜机,KFR-72LW/BP3DN8Y-YB100（B1）、KFR-72LW/BP3DN8Y-YB100（1）,广东省工业和信息化厅,广东,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
10,海信（山东）空调有限公司,分体空调器,26挂机系列（KFR-26GW/A8Q600Z-A1、KFR-26GW/A8X860N-A1、KFR-26GW/EF20A1（1N23）、KFR-26GW/LBFDBp-A1（1N34））,青岛市工业和信息化局,青岛,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
11,海信（山东）空调有限公司,分体空调器,35挂机系列（KFR-35GW/A8H300Z-A1、KFR-33GW/EF20A1（1P57）、KFR-33GW/EF27A1（1P58）、KFR-34GW/A8X117N-A1、KFR-35GW/A8Q300N-A1、KFR35GWA8X860N-A1、KFR-35GW/E70A1、KFR-35GW/EFLMA1（1P69）、KFR-35GW/VEA1（1P69）、KFR-35GW/LBFDBp-A1（1P59）、KFR-35GW/QMA1（1P69）、KFR-35GW/LRFDBp-A1（1P59）、KFR-35GW/QAA1（1P69））,青岛市工业和信息化局,青岛,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
12,海信（山东）空调有限公司,分体空调器,50柜机系列（KFR-50L/A8X720Z-A1、KFR-50LW/A8X528Z-A1、KFR-50LW/A8X700Z-A1、KFR-50LW/E80A1、KFR-50LW/EF18A1（1P38）、KFR-50LW/EFLVA1（1P60）、KFR-50LW/LYFDBp-A1（1P60）、KFR-50LW/VEA1（1P60）、KFR-50LW/VIFDBp-A1（1P60））,青岛市工业和信息化局,青岛,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
13,海信（山东）空调有限公司,分体空调器,72柜机系列（KFR-72LW/VEA1（2N33）、KFR-72LW/A8X528Z-A1、KFR-72LW/A8X700Z-A1、KFR-72LW/EF18A1（2N30）、KFR-72LW/EFLVA1（2N33）、KFR-72LW/LYFDBp-A1（2N33）、KFR-72LW/E80A1、KFR-72LW/VIFDBp-A1（2N33））,青岛市工业和信息化局,青岛,5,五、房间空气调节器（13种）,采用环保制冷剂，产品符合《电器电子产品有害物质限制使用管理办法》的规定，能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB 0001-2016）nan
1,南京创维家用电器有限公司,电动洗衣机,F1221TDi,江苏省工业和信息化厅,江苏,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
2,惠而浦（中国）股份有限公司,全自动滚筒洗干一体机,WDC10724OG,安徽省经济和信息化厅,安徽,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
3,TCL家用电器（合肥）有限公司,滚筒洗衣机,XQG100-123071HB,安徽省经济和信息化厅,安徽,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
4,珠海格力电器股份有限公司,全自动滚筒洗衣机,XQG58-B1401Cd1,广东省工业和信息化厅,广东,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
5,中山东菱威力电器有限公司,洗衣机,XQG100-1428DPH,广东省工业和信息化厅,广东,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
6,中山东菱威力电器有限公司,洗衣机,XQG90-1428DPH,广东省工业和信息化厅,广东,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
7,中山东菱威力电器有限公司,洗衣机,XQG90-1218DP,广东省工业和信息化厅,广东,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
8,中山东菱威力电器有限公司,洗衣机,XQG100-1418DP,广东省工业和信息化厅,广东,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
9,中山东菱威力电器有限公司,洗衣机,XQG85-1228DP,广东省工业和信息化厅,广东,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
10,海信（山东）冰箱有限公司,洗衣机,XQG100-UH1406F,青岛市工业和信息化局,青岛,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
11,海信（山东）冰箱有限公司,洗衣机,XQB90-C6305D,青岛市工业和信息化局,青岛,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
12,海信（山东）冰箱有限公司,洗衣机,XQG120-BH1406AYFI,青岛市工业和信息化局,青岛,5,六、电动洗衣机（12种）,产品的能效指标需达到国家能效标准1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A），远低于72dB（A）的国家标准，产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于70%。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB 0002-2016）nan
1,南京创维家用电器有限公司,家用电冰箱,WX45CPS,江苏省工业和信息化厅,江苏,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
2,江苏星星家电科技有限公司,冷冻冷藏箱,BD/BC-140BJ,江苏省工业和信息化厅,江苏,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
3,惠而浦（中国）股份有限公司,冷藏冷冻箱,BCD-593WDGBIW,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
4,TCL家用电器（合肥）有限公司,无霜冷藏冷冻箱,445C6-D,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
5,合肥海尔电冰箱有限公司,无霜冷藏冷冻箱,BCD-470WDPG,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
6,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-220WPU3BX,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
7,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-221WP3B,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
8,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-252WUP3B,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
9,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-255WP3CX,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
10,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-432WPU9CX,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
11,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-446WP9C,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
12,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-452WUP9B,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
13,长虹美菱股份有限公司,无霜冷藏冷冻箱,BCD-505WPU9CX,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
14,长虹美菱股份有限公司,无霜冷藏冷冻箱,BC/BD-99DTJ,安徽省经济和信息化厅,安徽,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
15,海信容声（广东）冰箱有限公司,电冰箱,BCD-253WD16NPABCD-321WD11MPBCD-332WKR1NPGBCD-328WKM2MPCBCD-338WKR1NPGBCD-421WSK1FPGBCD-432WD12FPABCD-456WD11FPBCD-452WSK1FPGBCD-458WKM1MPGABCD-516WKK1FPGABCD-558WKS1HPGBCD-601WKS1HPGBCD-636WD11HPA,广东省工业和信息化厅,广东,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
16,海信容声（广东）冰箱有限公司,电冰箱,BCD-330WKM1MPC、BCD-449WRK1FPG、BCD-455WRM1MPGA、BCD-558WKK1FPG,广东省工业和信息化厅,广东,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
17,海信容声（广东）冷柜有限公司,冷柜,BD/BC-203MGY/ABD/BC-310MSY/HPBCD-186MGYBD-252WY（立体式冷柜）BD/BC-100MSYBD/BC-160MSY,广东省工业和信息化厅,广东,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
18,海信容声（广东）冷柜有限公司,冷柜,BD/BC-210EBALHC,广东省工业和信息化厅,广东,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
19,海信容声（广东）冷柜有限公司,葡萄酒储藏柜,JC-108YLJC-128YLJC-166PSY,广东省工业和信息化厅,广东,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
20,海信（山东）冰箱有限公司,电冰箱,BCD-252WYK1DPUJ,青岛市工业和信息化局,青岛,5,七、家用电冰箱（61种）,采用环保制冷剂、发泡剂，能效指标达到国家能效标准1级，运行噪声不大于38～43dB（A），产品符合《电器电子产品有害物质限制使用管理办法》的规定，可再生利用率不低于73%。nan,《绿色设计产品评价技术规范 家用电冰箱》（T/CAGP 0003-2016，T/CAB 0003-2016）nan
