序号,企业名称,产品名称,产品型号,推荐单位,地区,批次,种类,绿色设计亮点,适用评价标准
9,福建省长汀金龙稀土有限公司,烧结钕铁硼永磁材料,42UH,福建省经济和信息化委员会,福建,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
10,福建省长汀金龙稀土有限公司,烧结钕铁硼永磁材料,45UH,福建省经济和信息化委员会,福建,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
11,福建省长汀金龙稀土有限公司,烧结钕铁硼永磁材料,40H,福建省经济和信息化委员会,福建,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
12,宁波金鸡强磁股份有限公司,稀土永磁材料,稀土永磁环形磁体,宁波市经济和信息化委员会,宁波,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
二十九、汽车轮胎（13种）,,,,,na,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
适用评价标准：《绿色设计产品评价技术规范 汽车轮胎》（TCPCIF/0011-2018）,,,,,na,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
"绿色设计亮点：要求汽车轮胎成品胎不同部位取样多环芳烃产生的Hbay含量≤0.35%（wt），铅、汞及六价铬含量≤0.1%（wt），镉含量≤0.01%（wt），要求使用环保助剂，环保操作油苯并（a）芘＜1mg/kg，8种多环芳烃总含量＜10mg/kg；轮胎性能限值要求方面，按照《轮胎分级标准 T/CRIA 11003-2016 》，C1,C2轮胎滚动阻力和湿滑性能限值符合C级以上，C3轮胎D级以上，滚动噪音符合ECE R117第一阶段的限值要求；对资源能源消耗、资源重复利用及污染物排放规定相应限值。",,,,,na,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
1,三角轮胎股份有限公司,轿车子午线轮胎,冰雪地专用轮胎系列,山东省经济和信息化委员会,山东,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
2,三角轮胎股份有限公司,载重汽车子午线轮胎,节能型卡车驱动系列,山东省经济和信息化委员会,山东,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
3,三角轮胎股份有限公司,轿车子午线轮胎,经济型TE301花纹系列,山东省经济和信息化委员会,山东,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
4,三角轮胎股份有限公司,载重汽车子午线轮胎,高里程城际大巴系列,山东省经济和信息化委员会,山东,3,二十八、烧结钕铁硼永磁材料（12种）,工业水重复利用率≥95%，单位产品综合能耗(钕铁硼速凝薄片合金)≤0.12tce/t，危险废物回收处置率达100%，钕铁硼废料回收利用率达100%，颗粒物最高允许排放浓度≤30mg/m3。nan,《绿色设计产品评价技术规范 烧结钕铁硼永磁材料》（T/CAGP 0028-2018，T/CAB 0028-2018）nan
